Ping:,14.471,ms,Download:,36.43,Mbit/s,Upload:,35.26,Mbit/s,2022-12-08 18:20:12
Ping:,24.384,ms,Download:,32.94,Mbit/s,Upload:,36.40,Mbit/s,2022-12-08 18:20:43
Ping:,16.589,ms,Download:,35.61,Mbit/s,Upload:,28.63,Mbit/s,2022-12-08 18:21:13
Ping:,22.05,ms,Download:,45.84,Mbit/s,Upload:,35.76,Mbit/s,2022-12-08 18:21:45
Ping:,13.878,ms,Download:,30.24,Mbit/s,Upload:,36.05,Mbit/s,2022-12-08 18:22:15
Ping:,17.301,ms,Download:,46.82,Mbit/s,Upload:,35.88,Mbit/s,2022-12-08 18:22:45
Ping:,28.699,ms,Download:,42.42,Mbit/s,Upload:,34.71,Mbit/s,2022-12-08 18:23:15
Ping:,17.548,ms,Download:,53.70,Mbit/s,Upload:,35.94,Mbit/s,2022-12-08 18:23:44
Ping:,16.865,ms,Download:,46.32,Mbit/s,Upload:,33.56,Mbit/s,2022-12-08 18:24:14
Ping:,15.479,ms,Download:,54.48,Mbit/s,Upload:,36.00,Mbit/s,2022-12-08 18:24:45
Ping:,16.983,ms,Download:,59.55,Mbit/s,Upload:,32.37,Mbit/s,2022-12-08 18:25:14
Ping:,13.189,ms,Download:,48.36,Mbit/s,Upload:,36.14,Mbit/s,2022-12-08 18:25:44
Ping:,28.792,ms,Download:,52.20,Mbit/s,Upload:,20.27,Mbit/s,2022-12-08 18:26:14
Ping:,26.121,ms,Download:,53.55,Mbit/s,Upload:,35.78,Mbit/s,2022-12-08 18:26:44
Ping:,26.35,ms,Download:,57.86,Mbit/s,Upload:,36.27,Mbit/s,2022-12-08 18:27:15
Ping:,38.374,ms,Download:,28.03,Mbit/s,Upload:,7.73,Mbit/s,2022-12-08 18:27:46
Ping:,34.558,ms,Download:,54.18,Mbit/s,Upload:,36.50,Mbit/s,2022-12-08 18:28:17
Ping:,37.624,ms,Download:,22.30,Mbit/s,Upload:,35.95,Mbit/s,2022-12-08 18:28:48
Ping:,26.83,ms,Download:,47.52,Mbit/s,Upload:,17.59,Mbit/s,2022-12-08 18:29:18
Ping:,46.156,ms,Download:,50.12,Mbit/s,Upload:,34.29,Mbit/s,2022-12-08 18:29:49
Ping:,30.434,ms,Download:,35.43,Mbit/s,Upload:,36.33,Mbit/s,2022-12-08 18:30:20
Ping:,30.206,ms,Download:,43.12,Mbit/s,Upload:,27.72,Mbit/s,2022-12-08 18:30:50
Ping:,36.26,ms,Download:,46.59,Mbit/s,Upload:,35.88,Mbit/s,2022-12-08 18:31:21
Ping:,34.487,ms,Download:,51.43,Mbit/s,Upload:,36.04,Mbit/s,2022-12-08 18:31:51
Ping:,31.842,ms,Download:,39.83,Mbit/s,Upload:,35.38,Mbit/s,2022-12-08 18:32:21
Ping:,20.812,ms,Download:,39.26,Mbit/s,Upload:,36.68,Mbit/s,2022-12-08 18:32:52
